conversation_id,comment_number,comment,response
7,124,"degrees, but they're undergrads are like, - I, I'm amazed, at, at that's a lot of them even graduated.","Uh-huh, uh-huh."
7,125,"Uh-huh, uh-huh.","But, uh, I don't know."
7,126,"But, uh, I don't know.","Well, I, I had known a lot of undergraduates who pick schools because they want the best reputation for a school."
7,127,"Well, I, I had known a lot of undergraduates who pick schools because they want the best reputation for a school.",Right.
7,128,Right.,"Not realizing that the reputation for M I T is because of the, of the doctorate research,"
7,129,"Not realizing that the reputation for M I T is because of the, of the doctorate research,",Right.
7,130,Right.,"and the professors who go there, and you're not going to see the professors --"
7,131,"and the professors who go there, and you're not going to see the professors --",Nope.
7,132,Nope.,"-- <Laughter> you know, you're going to see some T A, you know. <breathing> Uh, so they p-, they, they want, you know, they want the best and they don't think, they think what the best is, is,"
7,133,"-- <Laughter> you know, you're going to see some T A, you know. <breathing> Uh, so they p-, they, they want, you know, they want the best and they don't think, they think what the best is, is,",Yeah.
7,134,Yeah.,"reputation for, for research and that's a one standard, but it's not relevant,"
7,135,"reputation for, for research and that's a one standard, but it's not relevant,",No.
7,136,No.,to what they need.
7,137,to what they need.,"It's interesting that you mention, - and I didn't think about that before when you were talking, but the service academies have all, all the faculty, uh, for the most part is, is military with a few exchange,"
7,138,"It's interesting that you mention, - and I didn't think about that before when you were talking, but the service academies have all, all the faculty, uh, for the most part is, is military with a few exchange,",Uh-huh.
7,139,Uh-huh.,"instruct-, professors from other,"
7,140,"instruct-, professors from other,","Uh-huh, uh-huh."
7,141,"Uh-huh, uh-huh.","schools. But, uh, having the military faculty is really beneficial because they see it as doing their job and spending time with the cadets there, uh, is investing in the Air Force, and it, -"
7,142,"schools. But, uh, having the military faculty is really beneficial because they see it as doing their job and spending time with the cadets there, uh, is investing in the Air Force, and it, -",Right.
7,143,Right.,"or the, the military itself, it's the future officer corps and so, I hear hor-, horror stories from friends of mine that they could never see their instructors, they could never get extra help."
7,144,"or the, the military itself, it's the future officer corps and so, I hear hor-, horror stories from friends of mine that they could never see their instructors, they could never get extra help.",Uh-huh.
7,145,Uh-huh.,For me any time I needed extra help any time of the day --
7,146,For me any time I needed extra help any time of the day --,Uh-huh.
7,147,Uh-huh.,-- I had all my instructors home phone numbers --
7,148,-- I had all my instructors home phone numbers --,Uh-huh.
7,149,Uh-huh.,"-- and could call them, you go to their office anytime. I had some instructors that, uh, would invite me over to their house for extended study things on weekends,"
7,150,"-- and could call them, you go to their office anytime. I had some instructors that, uh, would invite me over to their house for extended study things on weekends,",Huh.
7,151,Huh.,"when I was having trouble with something and, -"
7,152,"when I was having trouble with something and, -","Yeah, you won't get that at M I T or virtually or anything like that."
7,153,"Yeah, you won't get that at M I T or virtually or anything like that.","No, no, and that, -"
7,154,"No, no, and that, -","And you c-, you know, and you can't blame the professors either,"
7,155,"And you c-, you know, and you can't blame the professors either,",No.
7,156,No.,"because you look at their job description, you'd s-, you know, - teaching is third down on the list of importance things and, -"
7,157,"because you look at their job description, you'd s-, you know, - teaching is third down on the list of importance things and, -","Right, right. Publish first, and the <laughter>, -"
7,158,"Right, right. Publish first, and the <laughter>, -","yeah, and, and that's appropriate if the university is trying to do serious research, because it's hard to be a researcher and a teacher at the same time."
7,159,"yeah, and, and that's appropriate if the university is trying to do serious research, because it's hard to be a researcher and a teacher at the same time.",Right.
7,160,Right.,"So I'd say go to a, go to a college that has teachers. People who really are committed to the students and can afford to be because that's their job."
7,161,"So I'd say go to a, go to a college that has teachers. People who really are committed to the students and can afford to be because that's their job.",Yeah.
7,162,Yeah.,"But, oh, well <laughter>. -"
7,163,"But, oh, well <laughter>. -","Yeah, it's, there's a lot of factors that people don't ever, ever consider --"
7,164,"Yeah, it's, there's a lot of factors that people don't ever, ever consider --",Uh-huh.
7,165,Uh-huh.,"-- in, in their selection of a college and, uh, I don't know, maybe, I wonder if, if they enter these conversations that people have been having, uh ... -"
8,2,"Phil, I guess a good question to ask is do you do your own work, or do you like to do it?","Yeah, well, I, um, - about, or just over a year ago I bought my own house, so this has been the first opportunity I've had to, uh, be working on my own lawn and garden, and, uh, you know, when, back when I was a kid, you know, mom would send me out to weed the garden. I, I'd hate it, you know."
8,3,"Yeah, well, I, um, - about, or just over a year ago I bought my own house, so this has been the first opportunity I've had to, uh, be working on my own lawn and garden, and, uh, you know, when, back when I was a kid, you know, mom would send me out to weed the garden. I, I'd hate it, you know.",Yeah.
8,4,Yeah.,"Now, I sort of take pride in, uh, in the yard, and, you know, how the place looks, and, uh, so I don't mind doing it so much anymore."
8,5,"Now, I sort of take pride in, uh, in the yard, and, you know, how the place looks, and, uh, so I don't mind doing it so much anymore.","Yeah, so do you have a, do you have a garden, or do you just do your landscaping now and your lawn?"
8,6,"Yeah, so do you have a, do you have a garden, or do you just do your landscaping now and your lawn?","Well, it's, yeah, it's, it's primarily just, uh, like landscaping a little bit. You know, I've got some, uh, bushes around the fou-, you know, foundation planning, things like that, and then there's some, just some little flower beds, and my mom grows, - she's an avid gardener, and she starts her own stuff from seed now, and she gets a little over zealous when she is planting these seeds in the wintertime and starting them. Uh, she ends up with so many plants that she can't fit them all in her garden. They have a huge yard and a huge house, and so she brings them up here from Philadelphia and gives me all her extras."
8,7,"Well, it's, yeah, it's, it's primarily just, uh, like landscaping a little bit. You know, I've got some, uh, bushes around the fou-, you know, foundation planning, things like that, and then there's some, just some little flower beds, and my mom grows, - she's an avid gardener, and she starts her own stuff from seed now, and she gets a little over zealous when she is planting these seeds in the wintertime and starting them. Uh, she ends up with so many plants that she can't fit them all in her garden. They have a huge yard and a huge house, and so she brings them up here from Philadelphia and gives me all her extras.","Well, that's pretty good."
8,8,"Well, that's pretty good.",Yeah.
8,9,Yeah.,"My, my sister is very over zealous, too. She's got some really nice flower beds. She puts a lot of time into them. This is my first year in a, in a house where I'm thinking about doing some flower beds and stuff. Oh, we, I've always had crude ones at my father's, but --"
8,10,"My, my sister is very over zealous, too. She's got some really nice flower beds. She puts a lot of time into them. This is my first year in a, in a house where I'm thinking about doing some flower beds and stuff. Oh, we, I've always had crude ones at my father's, but --",Yeah.
8,11,Yeah.,-- this is the first time that I really have to landscape a house. His house is more like a farm house. It's not on a main road.
8,12,-- this is the first time that I really have to landscape a house. His house is more like a farm house. It's not on a main road.,Uh-huh.
8,13,Uh-huh.,"My house is on a main road, and it has nothing <laughter>."
8,14,"My house is on a main road, and it has nothing <laughter>.",Yeah.
8,15,Yeah.,"I mean, nothing. But, um, what I do do, and I've always done it is, - at my father's house, we have, my sister and I have a couple of gardens. I think we figured out total, this is for vegetables --"
8,16,"I mean, nothing. But, um, what I do do, and I've always done it is, - at my father's house, we have, my sister and I have a couple of gardens. I think we figured out total, this is for vegetables --",Uh-huh.
8,17,Uh-huh.,-- about two thirds of an acre. So we each have a third of an acre we do.
8,18,-- about two thirds of an acre. So we each have a third of an acre we do.,"Jeez, that's --"
8,19,"Jeez, that's --",That's a lot <laughter>.
8,20,That's a lot <laughter>.,"-- more than, that's more than the property I have right here, that you've got as a, <static> uh, garden, that's amazing."
8,21,"-- more than, that's more than the property I have right here, that you've got as a, <static> uh, garden, that's amazing.","Yeah, well, it's my dad's, and we've had it for ov-, he's been there for a long time --"
8,22,"Yeah, well, it's my dad's, and we've had it for ov-, he's been there for a long time --",Right.
8,23,Right.,"-- so, um, it just happens they built a shopping center next to it --"
8,24,"-- so, um, it just happens they built a shopping center next to it --","Oh, jeez."
8,25,"Oh, jeez.","-- but, um, they put up a nice fence, so we still have a <static> lot of privacy, and we grow a lot of food."
8,26,"-- but, um, they put up a nice fence, so we still have a <static> lot of privacy, and we grow a lot of food.",Uh-huh.
8,27,Uh-huh.,"Uh, I enjoy it, um, the gardens are kind of old, you have to step down in them now --"
8,28,"Uh, I enjoy it, um, the gardens are kind of old, you have to step down in them now --",Uh-huh.
8,29,Uh-huh.,"-- because we've tilled them so much, but there's still, - we, we, my sister uses probably a fertilizer. I don't know if that's a good thing or a bad thing. But I wish this phone would stop screeching,"
8,30,"-- because we've tilled them so much, but there's still, - we, we, my sister uses probably a fertilizer. I don't know if that's a good thing or a bad thing. But I wish this phone would stop screeching,",Are you getting a lot of static on your end of the line?
8,31,Are you getting a lot of static on your end of the line?,"Yes. I'm trying, - I don't know if it's my phone. This is bad. It's not getting any better."
8,32,"Yes. I'm trying, - I don't know if it's my phone. This is bad. It's not getting any better.","Yeah, I can't even hear what you're <static>, -"
8,33,"Yeah, I can't even hear what you're <static>, -","Oh, okay."
8,34,"Oh, okay.","Oh jeez, it's gone."
8,35,"Oh jeez, it's gone.","I don't see, I don't think my phone really does that, but every time I have this phone is a little weird, I mean it's been dropped on the floor a hundred times."
8,36,"I don't see, I don't think my phone really does that, but every time I have this phone is a little weird, I mean it's been dropped on the floor a hundred times.","Well, I don't know, there was - well, whatever it was, there was a second there I couldn't even hear what you were saying, but, um, -"
8,37,"Well, I don't know, there was - well, whatever it was, there was a second there I couldn't even hear what you were saying, but, um, -","Yeah, I was beating on the phone going, Can you hear me."
8,38,"Yeah, I was beating on the phone going, Can you hear me.","Yeah, I guess I was having a hard time there too. I thought it sounded, - well, I guess we better stick to the subject --"
8,39,"Yeah, I guess I was having a hard time there too. I thought it sounded, - well, I guess we better stick to the subject --",Yeah.
8,40,Yeah.,"-- for the benefit of the people uh, uh, doing this work. But, uh, - yeah, I mean, that's a heck of a pla-, - you must have a lot of different stuff you get out of there, especially up in Vermont there, you should have, uh, some really nice soil."
8,41,"-- for the benefit of the people uh, uh, doing this work. But, uh, - yeah, I mean, that's a heck of a pla-, - you must have a lot of different stuff you get out of there, especially up in Vermont there, you should have, uh, some really nice soil.","Yeah, we grow a lot of, uh, the basic, corn, potatoes."
8,42,"Yeah, we grow a lot of, uh, the basic, corn, potatoes.",Uh-huh.
8,43,Uh-huh.,She likes to really get into her pumpkins and see how many she can grow.
8,44,She likes to really get into her pumpkins and see how many she can grow.,"Bas-, corn, potatoes, and, uh, acorn squash are good winter keepers. 
"
8,45,"Bas-, corn, potatoes, and, uh, acorn squash are good winter keepers. 
",Yeah.
8,46,Yeah.,"I mean, things the way we grow are carrots, cabbage, that sort of goes to waste --"
8,47,"I mean, things the way we grow are carrots, cabbage, that sort of goes to waste --",Uh-huh.
8,48,Uh-huh.,"-- you know, we eat it, we, - just too much. She, she starts her own plants. She plants a lot of tomatoes --"
8,49,"-- you know, we eat it, we, - just too much. She, she starts her own plants. She plants a lot of tomatoes --",Uh-huh.
8,50,Uh-huh.,"-- I let her do all the planting and putting, and I, I do a lot of the, uh, a lot of the, the ba-, the back ] work, and stuff. But she does, she helps me a lot, too."
8,51,"-- I let her do all the planting and putting, and I, I do a lot of the, uh, a lot of the, the ba-, the back ] work, and stuff. But she does, she helps me a lot, too.",Uh-huh.
8,52,Uh-huh.,"She puts a lot of financial. She plans it all out. Beans like to be near certain types of plants. Now, they find that tomatoes don't do well if you put them next to something like, uh, peas, I don't know. Something, -"
8,53,"She puts a lot of financial. She plans it all out. Beans like to be near certain types of plants. Now, they find that tomatoes don't do well if you put them next to something like, uh, peas, I don't know. Something, -","Oh, really because of like the cross-pollination, or, -"
8,54,"Oh, really because of like the cross-pollination, or, -","No, it's just like, something like an onion and a tomato would go together, but you're not supposed to put your onions near your beans. I guess it's, it's just what scents it gives off, they just don't like each other."
8,55,"No, it's just like, something like an onion and a tomato would go together, but you're not supposed to put your onions near your beans. I guess it's, it's just what scents it gives off, they just don't like each other.",Huh.
8,56,Huh.,"I mean, she, she reads all kinds of books, so. I wish I knew more to tell you why, but, -"
8,57,"I mean, she, she reads all kinds of books, so. I wish I knew more to tell you why, but, -","Huh. My mom put, uh, cantaloupes and cucumbers near each other once, and the got cross pollinated by the bees --"
8,58,"Huh. My mom put, uh, cantaloupes and cucumbers near each other once, and the got cross pollinated by the bees --",Yeah <laughter>.
8,59,Yeah <laughter>.,"-- And we ended up with these, these, like things on the cantaloupe vines that, I mean, were looked like round big huge round cucumbers."
8,60,"-- And we ended up with these, these, like things on the cantaloupe vines that, I mean, were looked like round big huge round cucumbers.","Oh, that's really weird."
8,61,"Oh, that's really weird.","Yeah, I mean, there, these were like some mutant."
8,62,"Yeah, I mean, there, these were like some mutant.",I've put my cucumbers down at one end of the garden and like I'll make an L shape I've put my cantaloupe. So they've been pretty close together.
8,63,I've put my cucumbers down at one end of the garden and like I'll make an L shape I've put my cantaloupe. So they've been pretty close together.,Huh.
8,64,Huh.,"But I don't think the vines. They don't real-, they don't have to be touching or anything, like you say, they cross pollinate just by bees,"
8,65,"But I don't think the vines. They don't real-, they don't have to be touching or anything, like you say, they cross pollinate just by bees,","No, it's just the, like the bees and insects will do it."
8,66,"No, it's just the, like the bees and insects will do it.","Um,"
8,67,"Um,",Either that or my mom just had some bad seed or something.
8,68,Either that or my mom just had some bad seed or something.,Something weird.
8,69,Something weird.,Yeah.
8,70,Yeah.,"This year, this last season it was too wet up here --"
8,71,"This year, this last season it was too wet up here --",Uh-huh.
8,72,Uh-huh.,"-- we lost a lot of our root things, our squash and our potatoes, and we got half our yield."
8,73,"-- we lost a lot of our root things, our squash and our potatoes, and we got half our yield.","Oh, well. -"
8,74,"Oh, well. -",It was really bad because of the water.
8,75,It was really bad because of the water.,"Yeah, when I, - my family used to live in Littleton, Massachusetts, and when we moved in there we had a, a really wet backyard, and, uh, my mom wanted a vegetable garden. So we trucked in, uh, I think it was seven, what was it, cubic, seven yards, cubic yards, I think that's how they measure dirt --"
8,76,"Yeah, when I, - my family used to live in Littleton, Massachusetts, and when we moved in there we had a, a really wet backyard, and, uh, my mom wanted a vegetable garden. So we trucked in, uh, I think it was seven, what was it, cubic, seven yards, cubic yards, I think that's how they measure dirt --",Yeah.
8,77,Yeah.,"-- yeah, seven yards of sand. I got to shovel it all, lots of fun."
8,78,"-- yeah, seven yards of sand. I got to shovel it all, lots of fun.","Yeah, I have to do that, I want to make some flower beds, and I'm going to have a seven yard truck come in with some top soil."
8,79,"Yeah, I have to do that, I want to make some flower beds, and I'm going to have a seven yard truck come in with some top soil.",Uh-huh.
8,80,Uh-huh.,"And I'm going to, - my problem is I want to use those rail ties to build up a planter --"
8,81,"And I'm going to, - my problem is I want to use those rail ties to build up a planter --",Sure.
8,82,Sure.,"-- but I don't know if the creosote in the rail ties is going to do something, you know, if I want to grow a tomato or something --"
8,83,"-- but I don't know if the creosote in the rail ties is going to do something, you know, if I want to grow a tomato or something --",Right.
8,84,Right.,-- in there --
8,85,-- in there --,"Well, it seems, -"
8,86,"Well, it seems, -","-- I mean, I guess it'd go with my flowers."
8,87,"-- I mean, I guess it'd go with my flowers.","I've seen a lot of people use them, you know, for flower beds, but I don't know what, whether they'd have creosote would do anything, I mean, -"
8,88,"I've seen a lot of people use them, you know, for flower beds, but I don't know what, whether they'd have creosote would do anything, I mean, -","Yeah, I don't, I don't, I just don't think you, - I always thought I'd put a tomato plant in there or something weird --"
8,89,"Yeah, I don't, I don't, I just don't think you, - I always thought I'd put a tomato plant in there or something weird --",Uh-huh.
8,90,Uh-huh.,-- but I don't think I could really eat the fruit off it without wondering. And I don't know if they make landscape ties that aren't treated.
8,91,-- but I don't think I could really eat the fruit off it without wondering. And I don't know if they make landscape ties that aren't treated.,"Well, you can get, um, you can get pressurized lumber,"
8,92,"Well, you can get, um, you can get pressurized lumber,","Yeah, but they put,"
8,93,"Yeah, but they put,","Oh, that's right."
8,94,"Oh, that's right.",some kind of chemicals in there too.
8,95,some kind of chemicals in there too.,"there's even, there's bad chemicals in those too."
8,96,"there's even, there's bad chemicals in those too.","Yeah. Well, I'm not really worried about it, it's mainly for flower bed, so I'm not going to, no goi-, I'm just not going to put that tomato plant in there."
8,97,"Yeah. Well, I'm not really worried about it, it's mainly for flower bed, so I'm not going to, no goi-, I'm just not going to put that tomato plant in there.",All right.
8,98,All right.,"But, I, - yeah, I do want to have a raised bed. I've never, - my flower gardens are always been like on the ground."
8,99,"But, I, - yeah, I do want to have a raised bed. I've never, - my flower gardens are always been like on the ground.",Right.
8,100,Right.,"They don't, it just looks so much better when it's up against the house, tiered up."
8,101,"They don't, it just looks so much better when it's up against the house, tiered up.","Well, you can see it a little better and it stands out."
8,102,"Well, you can see it a little better and it stands out.","Yeah, this house that I have is just a three bedroom ranch and I can tell you there's nothing around it, cement --"
8,103,"Yeah, this house that I have is just a three bedroom ranch and I can tell you there's nothing around it, cement --",Um.
8,104,Um.,"-- foundation all the way around it. Not a shrub, not a bush. There was a lilac tree, and the landlord cut it down and said, Yeah, that's one thing you have to do is keep that lilac bush cut down so it doesn't rub up against the siding --"
8,105,"-- foundation all the way around it. Not a shrub, not a bush. There was a lilac tree, and the landlord cut it down and said, Yeah, that's one thing you have to do is keep that lilac bush cut down so it doesn't rub up against the siding --","Oh, gee."
8,106,"Oh, gee.","-- And I'm looking at him like, Jeez. <laughter> People would kill to have a lilac bush --"
8,107,"-- And I'm looking at him like, Jeez. <laughter> People would kill to have a lilac bush --",Yeah.
8,108,Yeah.,"-- and he's cutting it down <laughter>. So. That's all right. Flower beds are all right. Anything, as long as it doesn't rub up against the siding. -"
8,109,"-- and he's cutting it down <laughter>. So. That's all right. Flower beds are all right. Anything, as long as it doesn't rub up against the siding. -","Rub up against the siding. Uh,"
8,110,"Rub up against the siding. Uh,","Yeah, that's what he's worried about. The trees, or a bush, because lilac bushes, they, they grow fast. Some people, uh, would really like to have them, and then the people that do have them, they spread, and they sprout all over th-, their lawn."
8,111,"Yeah, that's what he's worried about. The trees, or a bush, because lilac bushes, they, they grow fast. Some people, uh, would really like to have them, and then the people that do have them, they spread, and they sprout all over th-, their lawn.",Uh-huh.
8,112,Uh-huh.,"So, they're kind of a pain, but, you know, people who don't have them think they're great. And people who do have them,"
8,113,"So, they're kind of a pain, but, you know, people who don't have them think they're great. And people who do have them,",<Laughter>.
8,114,<Laughter>.,curse.
8,115,curse.,Right.
8,116,Right.,"Another thing I have that, um, is weird is the, a locus tree in the back yard. As a matter of fact there's three of them, very badly trimmed, they aren't trimmed at all."
8,117,"Another thing I have that, um, is weird is the, a locus tree in the back yard. As a matter of fact there's three of them, very badly trimmed, they aren't trimmed at all.",Uh-huh.
8,118,Uh-huh.,"And I can imagine if I had to mow the lawn in the back, which we said we'd do, if the trees hang down - so, and the locus trees have like three quarters of an inch thorns on it."
8,119,"And I can imagine if I had to mow the lawn in the back, which we said we'd do, if the trees hang down - so, and the locus trees have like three quarters of an inch thorns on it.","Yeah, they're like, - I think I've seen those before, but I don't remember what they look like."
8,120,"Yeah, they're like, - I think I've seen those before, but I don't remember what they look like.","They're a pretty tree, but you just, when you walk up to them they're covered with thorns. So we're going to get a chain saw and limb it extensively so it gets the trees up overhead,"
8,121,"They're a pretty tree, but you just, when you walk up to them they're covered with thorns. So we're going to get a chain saw and limb it extensively so it gets the trees up overhead,","So it'll give you room to get under it, sure,"
8,122,"So it'll give you room to get under it, sure,","<Laughter> Yeah, because I can just see brushing up against it, that it would --"
8,123,"<Laughter> Yeah, because I can just see brushing up against it, that it would --",Yeah.
8,124,Yeah.,-- rip your skin. It's worse than a rose bush.
8,125,-- rip your skin. It's worse than a rose bush.,Um.
8,126,Um.,"Many times worse, because of course, it's a tree."
8,127,"Many times worse, because of course, it's a tree.","Oh, a tree is always something very nice to have."
8,128,"Oh, a tree is always something very nice to have.","Yeah, my dad used to work on them, so I don't think I'll have a problem. My husband will have problems borrowing one."
8,129,"Yeah, my dad used to work on them, so I don't think I'll have a problem. My husband will have problems borrowing one.","<Laughter> then you got to get him to, - if he's going to do it, you've got to twist his arm to get him to go do it."
8,130,"<Laughter> then you got to get him to, - if he's going to do it, you've got to twist his arm to get him to go do it.","Well, if that's not the problem ... -"
9,2,"Okay, have you ever served as a juror?","Never. I've never been served on the jury, never been called up in a jury, although some of my friends have been jurors."
9,3,"Never. I've never been served on the jury, never been called up in a jury, although some of my friends have been jurors.",Uh-huh. I never have either.
9,4,Uh-huh. I never have either.,"You haven't, huh. If you were, uh, what do you think about the whole concept of a trial by your peers?"
9,5,"You haven't, huh. If you were, uh, what do you think about the whole concept of a trial by your peers?","Well, I think it's a good idea. I think our justice system needs a major overhaul, and I'm not sure what needs to be done to fix it. But I think they've got a lot of problems."
9,6,"Well, I think it's a good idea. I think our justice system needs a major overhaul, and I'm not sure what needs to be done to fix it. But I think they've got a lot of problems.","I think the major thing they need to correct is how long it takes something to get to jury, and to get to trial."
9,7,"I think the major thing they need to correct is how long it takes something to get to jury, and to get to trial.",True.
9,8,True.,"And I don't know if that's just a pure volumes number or, or what, but, uh. Sometimes I think the jury is ignorant in the facts of law and how things should be determined, and they're too easily swayed by their emotion."
9,9,"And I don't know if that's just a pure volumes number or, or what, but, uh. Sometimes I think the jury is ignorant in the facts of law and how things should be determined, and they're too easily swayed by their emotion.","Yeah, I think that's true."
9,10,"Yeah, I think that's true.","Hence is possible error as you can see in all the IRONSIDES,"
9,11,"Hence is possible error as you can see in all the IRONSIDES,",<Laughter>
9,12,<Laughter>,T V shows.
9,13,T V shows.,"Yeah. Do, would you prefer all trials by a judge?"
9,14,"Yeah. Do, would you prefer all trials by a judge?","No, I think there are certain things that, uh, the jury can determine as far as, uh, guilty or not guilty, but as far as the af-, af-, affixing of punishment and fines and things of that nature, <throat_clearing> I don't know if that is best left up to the jury to de-, to award, you know. Two point two million dollar kind of settlement versus a judge knowing, you know, it's true that, you know, this may be sad and all that thing, but, uh, the jury I think is best, in most cases, suited for determination of guilt and innocence, but not the award of, of penalties and fines and punishment."
9,15,"No, I think there are certain things that, uh, the jury can determine as far as, uh, guilty or not guilty, but as far as the af-, af-, affixing of punishment and fines and things of that nature, <throat_clearing> I don't know if that is best left up to the jury to de-, to award, you know. Two point two million dollar kind of settlement versus a judge knowing, you know, it's true that, you know, this may be sad and all that thing, but, uh, the jury I think is best, in most cases, suited for determination of guilt and innocence, but not the award of, of penalties and fines and punishment.","Yeah, I would agree with that. I think you're righ-, I think they sometimes get carried away by the circumstances and make huge settlements thinking well it's only going to cost the insurance company, and, -"
9,16,"Yeah, I would agree with that. I think you're righ-, I think they sometimes get carried away by the circumstances and make huge settlements thinking well it's only going to cost the insurance company, and, -","Uh-huh, that's true. But, uh, I do like the idea of the jury being the, the people who decide in the matter of, uh, if it's a jail term versus life and death --"
9,17,"Uh-huh, that's true. But, uh, I do like the idea of the jury being the, the people who decide in the matter of, uh, if it's a jail term versus life and death --",Uh-huh.
9,18,Uh-huh.,"-- you know, the death penalty and such."
9,19,"-- you know, the death penalty and such.","If they give them all the information. I don't know, when it comes to sentencing phase, I guess they tell them if a guy, if the person has a previous record and stuff."
9,20,"If they give them all the information. I don't know, when it comes to sentencing phase, I guess they tell them if a guy, if the person has a previous record and stuff.",Uh-huh.
9,21,Uh-huh.,"Sometimes it seems like during the trial part, the jury's not, you know, misses some of the best evidence because they make them leave, and --"
9,22,"Sometimes it seems like during the trial part, the jury's not, you know, misses some of the best evidence because they make them leave, and --",Right.
9,23,Right.,-- the judge decides whether or not they should hear it.
9,24,-- the judge decides whether or not they should hear it.,"Yeah. Uh, it, it, it's kind of difficult, and I guess the whole system is set up to rather let, uh, some guilty people go free than to put an innocent person in, in jail --"
9,25,"Yeah. Uh, it, it, it's kind of difficult, and I guess the whole system is set up to rather let, uh, some guilty people go free than to put an innocent person in, in jail --",Right.
9,26,Right.,-- although you still hear about those occasionally.
9,27,-- although you still hear about those occasionally.,Yeah. Do you think the verdict should be completely unanimous by the jury?
9,28,Yeah. Do you think the verdict should be completely unanimous by the jury?,"Um, I don't know. I, you know, I heard a very interesting, - and maybe it's just the T V show or movie I was watching, they were going through a trial, and I think it was like on one of the, the documentary T V shows where they ask for the, the verdict by the jury --"
9,29,"Um, I don't know. I, you know, I heard a very interesting, - and maybe it's just the T V show or movie I was watching, they were going through a trial, and I think it was like on one of the, the documentary T V shows where they ask for the, the verdict by the jury --",Uh-huh.
9,30,Uh-huh.,"-- and they went by each one, saying guilty or innocent, guilty or innocent."
9,31,"-- and they went by each one, saying guilty or innocent, guilty or innocent.",Uh-huh.
9,32,Uh-huh.,And they took it more as just like a majority.
9,33,And they took it more as just like a majority.,Oh.
9,34,Oh.,"So I, I, -"
9,35,"So I, I, -","Some of them disagree, I mean, some of them said one way and some the other."
9,36,"Some of them disagree, I mean, some of them said one way and some the other.","Exactly, but they took, you know, whatever the majority was. So I didn't know if that was just something for drama or that's truly the way it is. I always thought it had to be unanimous."
9,37,"Exactly, but they took, you know, whatever the majority was. So I didn't know if that was just something for drama or that's truly the way it is. I always thought it had to be unanimous.",I think it does have to be unanimous.
9,38,I think it does have to be unanimous.,"But, uh. Rather interesting."
9,39,"But, uh. Rather interesting.","I know they can poll a jury, make sure everybody agrees with what they said the verdict was, but I thought that they all had to agree or else they, it was a hung jury."
9,40,"I know they can poll a jury, make sure everybody agrees with what they said the verdict was, but I thought that they all had to agree or else they, it was a hung jury.",Uh-huh.
9,41,Uh-huh.,"And, -"
9,42,"And, -","I did, I did also."
9,43,"I did, I did also.","Yeah, I thi-, I don't know how I feel about that. I think maybe, uh, majority might be sufficient."
9,44,"Yeah, I thi-, I don't know how I feel about that. I think maybe, uh, majority might be sufficient.",Uh-huh.
9,45,Uh-huh.,It's hard to say though.
9,46,It's hard to say though.,What about in international trials. Do you think they should have a jury there?
9,47,What about in international trials. Do you think they should have a jury there?,Oh.
9,48,Oh.,I think that would be kind of interesting.
9,49,I think that would be kind of interesting.,"Yeah, I hadn't thought about international trials at all."
9,50,"Yeah, I hadn't thought about international trials at all.","I guess the, the problem with that is there's no true authority in any kind of international verdicts --"
9,51,"I guess the, the problem with that is there's no true authority in any kind of international verdicts --",Right.
9,52,Right.,"-- like, you know, the old day with the rack. We, they're going to say, Okay, you're guilty and you have to pay Kuwait four million dollars. Well, whose going to really make them."
9,53,"-- like, you know, the old day with the rack. We, they're going to say, Okay, you're guilty and you have to pay Kuwait four million dollars. Well, whose going to really make them.",Yeah.
9,54,Yeah.,Nobody.
9,55,Nobody.,"Yeah,"
9,56,"Yeah,","So. But I think it would be kind of interesting to incorporate that concept of, you know, people from different countries, uh, in as international law also."
9,57,"So. But I think it would be kind of interesting to incorporate that concept of, you know, people from different countries, uh, in as international law also.","Yeah, I think maybe they'd need to be more knowledgeable though than just your average Joe off the street --"
9,58,"Yeah, I think maybe they'd need to be more knowledgeable though than just your average Joe off the street --",Uh-huh.
9,59,Uh-huh.,-- for something like that because of the cultural differences.
9,60,-- for something like that because of the cultural differences.,Right.
9,61,Right.,Things like that.
9,62,Things like that.,"I don't know how, what it would take to be, come up with a true perfect system, or if one exists. But, -"
9,63,"I don't know how, what it would take to be, come up with a true perfect system, or if one exists. But, -",Yeah. What about uniform sentencing?
9,64,Yeah. What about uniform sentencing?,"Uh, is that the crime and it's already, some chart and determine the punishment, or. -"
9,65,"Uh, is that the crime and it's already, some chart and determine the punishment, or. -","Right. Yeah, like if you're convicted of a certain crime you automatically get so many years. It's not a discretionary thing."
9,66,"Right. Yeah, like if you're convicted of a certain crime you automatically get so many years. It's not a discretionary thing.",Uh-huh. I think there should be a core minimum that they get --
9,67,Uh-huh. I think there should be a core minimum that they get --,Uh-huh.
9,68,Uh-huh.,"-- but, uh, I guess there should be some flexibility because every situation may be unique, that the judge can either increase that or keep it just at its minimum, things of that nature. But, -"
9,69,"-- but, uh, I guess there should be some flexibility because every situation may be unique, that the judge can either increase that or keep it just at its minimum, things of that nature. But, -","Yeah. I wish that when they sentence someone, if they're going to sentence him to five years, then make him serve five years."
9,70,"Yeah. I wish that when they sentence someone, if they're going to sentence him to five years, then make him serve five years.","Yeah, that serves a kind of if they're, I guess, uh, - if you sentence someone to life, life is only forty-nine years, something like that."
